"","Agency.Name","Fiscal.Year","Title.Description","job_count","female","male","base_diff","percent_diff"
"1","ADMIN FOR CHILDREN'S SVCS",2014,"CHILDREN'S COUNSELOR",50,22.9792857142857,21.8357142857143,-1.14357142857143,-0.05237160614982
"2","ADMIN FOR CHILDREN'S SVCS",2014,"COLLEGE AIDE",55,11.2027586206897,11,-0.202758620689655,-0.0184326018808778
"3","ADMIN FOR CHILDREN'S SVCS",2015,"CHILDREN'S COUNSELOR",57,24.1759375,23.59,-0.5859375,-0.0248383849088597
"4","ADMIN FOR CHILDREN'S SVCS",2015,"COLLEGE AIDE",73,11.0435555555556,11,-0.0435555555555549,-0.0039595959595959
"5","ADMIN FOR CHILDREN'S SVCS",2016,"CHILDREN'S COUNSELOR",19,24.33625,23.98,-0.356249999999999,-0.0148561301084237
"6","ADMIN FOR CHILDREN'S SVCS",2016,"SUMMER COLLEGE INTERN",62,12.42025,12.24,-0.180249999999999,-0.0147263071895424
"7","ADMIN FOR CHILDREN'S SVCS",2017,"SUMMER COLLEGE INTERN",58,12.92,12.8455555555556,-0.0744444444444454,-0.00579534642331986
"8","ADMIN FOR CHILDREN'S SVCS",2018,"SUMMER COLLEGE INTERN",34,15.12,15.0566666666667,-0.0633333333333326,-0.00420633163604157
"9","ADMIN FOR CHILDREN'S SVCS",2019,"SUMMER COLLEGE INTERN",27,15.5,15.5,0,0
"10","ADMIN FOR CHILDREN'S SVCS",2020,"PRINCIPAL ADMINISTRATIVE ASSOCIATE -  NON SUPVR",21,27.4138461538462,27.19,-0.223846153846154,-0.00823266472402183
"11","ADMIN FOR CHILDREN'S SVCS",2020,"SUMMER COLLEGE INTERN",32,15.4833333333333,15.5,0.0166666666666675,0.00107526881720435
"12","ADMIN FOR CHILDREN'S SVCS",2021,"PRINCIPAL ADMINISTRATIVE ASSOCIATE -  NON SUPVR",20,27.9225,27.7266666666667,-0.195833333333333,-0.00706299591247894
"13","ADMIN FOR CHILDREN'S SVCS",2022,"PRINCIPAL ADMINISTRATIVE ASSOCIATE -  NON SUPVR",17,29.6918181818182,31.625,1.93318181818182,0.0611282788357887
"14","ADMIN TRIALS AND HEARINGS",2014,"COLLEGE AIDE",21,10.1266666666667,10.17,0.043333333333333,0.00426089806620777
"15","ADMIN TRIALS AND HEARINGS",2014,"COMMUNITY SERVICE AIDE",44,14.4444,14.5318181818182,0.0874181818181814,0.00601563966218327
"16","ADMIN TRIALS AND HEARINGS",2014,"HEARING OFFICER",280,39.0571917808219,39.0988793103448,0.0416875295229104,0.00106620778544619
"17","ADMIN TRIALS AND HEARINGS",2015,"COLLEGE AIDE",18,10.8177777777778,10.9657142857143,0.147936507936508,0.0134908227664872
"18","ADMIN TRIALS AND HEARINGS",2015,"COMMUNITY ASSISTANT",12,17.9485714285714,18.185,0.236428571428572,0.0130012962017362
"19","ADMIN TRIALS AND HEARINGS",2015,"COMMUNITY SERVICE AIDE",65,14.9096666666667,14.955,0.0453333333333337,0.00303131617073445
"20","ADMIN TRIALS AND HEARINGS",2015,"HEARING OFFICER",306,46.3274404761905,46.2014406779661,-0.12599979822437,-0.00272718331669819
"21","ADMIN TRIALS AND HEARINGS",2016,"COLLEGE AIDE",15,10.9833333333333,10.73,-0.253333333333334,-0.023609816713265
"22","ADMIN TRIALS AND HEARINGS",2016,"COMMUNITY ASSISTANT",10,18.055,18.275,0.219999999999999,0.0120383036935704
"23","ADMIN TRIALS AND HEARINGS",2016,"COMMUNITY SERVICE AIDE",48,15.8121739130435,15.8033333333333,-0.00884057971014407,-0.000559412341920106
"24","ADMIN TRIALS AND HEARINGS",2016,"HEARING OFFICER",335,47.6982222222222,47.5989393939394,-0.0992828282828242,-0.00208582017891486
"25","ADMIN TRIALS AND HEARINGS",2017,"COLLEGE AIDE",11,12.35,11.98,-0.369999999999999,-0.0308848080133555
"26","ADMIN TRIALS AND HEARINGS",2017,"COMMUNITY ASSISTANT",10,18.0966666666667,18.03,-0.0666666666666664,-0.00369754113514512
"27","ADMIN TRIALS AND HEARINGS",2017,"COMMUNITY SERVICE AIDE",41,15.9104545454545,15.87375,-0.0367045454545458,-0.00231227942071318
"28","ADMIN TRIALS AND HEARINGS",2017,"HEARING OFFICER",292,50.6168518518519,50.584380952381,-0.0324708994709013,-0.000641915525297596
"29","ADMIN TRIALS AND HEARINGS",2018,"COLLEGE AIDE",11,13.4357142857143,14.5,1.06428571428571,0.0733990147783252
"30","ADMIN TRIALS AND HEARINGS",2018,"COMMUNITY ASSISTANT",12,17.7614285714286,17,-0.761428571428571,-0.0447899159663865
"31","ADMIN TRIALS AND HEARINGS",2018,"COMMUNITY SERVICE AIDE",37,16.264,15.53,-0.734,-0.0472633612363168
"32","ADMIN TRIALS AND HEARINGS",2018,"HEARING OFFICER",310,52.9070238095238,52.7020353982301,-0.204988411293719,-0.00388957294997763
"33","ADMIN TRIALS AND HEARINGS",2019,"COLLEGE AIDE",10,15.625,15.3333333333333,-0.291666666666666,-0.0190217391304347
"34","ADMIN TRIALS AND HEARINGS",2019,"COMMUNITY SERVICE AIDE",41,16.6754545454545,16.54,-0.135454545454547,-0.00818951302627247
"35","ADMIN TRIALS AND HEARINGS",2019,"HEARING OFFICER",325,53.7911299435028,53.6462608695652,-0.144869073937606,-0.0027004505363354
"36","ADMIN TRIALS AND HEARINGS",2020,"COMMUNITY ASSISTANT",14,18.69,17.682,-1.008,-0.0570071258907363
"37","ADMIN TRIALS AND HEARINGS",2020,"COMMUNITY SERVICE AIDE",37,17.039,16.6490909090909,-0.389909090909093,-0.0234192421098614
"38","ADMIN TRIALS AND HEARINGS",2020,"HEARING OFFICER",298,55.6108860759494,55.5877981651376,-0.0230879108117534,-0.000415341344213076
"39","ADMIN TRIALS AND HEARINGS",2021,"COMMUNITY ASSISTANT",11,19.135,18.69,-0.444999999999997,-0.0238095238095236
"40","ADMIN TRIALS AND HEARINGS",2021,"COMMUNITY SERVICE AIDE",30,17.2464705882353,17.8171428571429,0.570672268907565,0.0320293928989172
"41","ADMIN TRIALS AND HEARINGS",2021,"HEARING OFFICER",181,57.9723958333333,57.99,0.0176041666666649,0.00030357245502095
"42","ADMIN TRIALS AND HEARINGS",2022,"CLERICAL ASSOCIATE",12,21.7971428571429,17.98,-3.81714285714286,-0.212299380263785
"43","ADMIN TRIALS AND HEARINGS",2022,"COMMUNITY ASSISTANT",16,20.203,20.47,0.266999999999999,0.0130434782608695
"44","ADMIN TRIALS AND HEARINGS",2022,"COMMUNITY SERVICE AIDE",14,18.21,17.9225,-0.287500000000001,-0.0160412888826894
"45","ADMIN TRIALS AND HEARINGS",2022,"HEARING OFFICER",219,57.47,56.7738823529412,-0.69611764705882,-0.0122612303088826
"46","BOARD OF ELECTION",2014,"COMMISSIONER",11,300,300,0,0
"47","BOARD OF ELECTION",2014,"FINANCIAL CLERK",28,17.6933333333333,17.5422222222222,-0.151111111111113,-0.00861413731948328
"48","BOARD OF ELECTION",2014,"TEMPORARY CLERK",539,12.1318018018018,12.0994308943089,-0.032370907492858,-0.00267540744483147
"49","BOARD OF ELECTION",2014,"TRAINER ASSISTANT",11,25.37,24.644,-0.725999999999999,-0.0294595033273819
"50","BOARD OF ELECTION",2015,"COMMISSIONER",12,300,300,0,0
"51","BOARD OF ELECTION",2015,"FINANCIAL CLERK",96,18.3626,18.3610256410256,-0.00157435897435931,-8.57446095408519e-05
"52","BOARD OF ELECTION",2015,"TEMPORARY CLERK",881,12.5248901098901,12.4697330097087,-0.055157100181372,-0.00442327836036486
"53","BOARD OF ELECTION",2015,"TRAINER ASSISTANT",43,26.0288888888889,25.9805,-0.0483888888888906,-0.00186250799210526
"54","BOARD OF ELECTION",2016,"COMMISSIONER",11,300,300,0,0
"55","BOARD OF ELECTION",2016,"FINANCIAL CLERK",54,18.8164,18.9321739130435,0.115773913043476,0.00611519382693357
"56","BOARD OF ELECTION",2016,"TEMPORARY CLERK",391,13.3206329113924,13.2728488372093,-0.0477840741831024,-0.00360013699916056
"57","BOARD OF ELECTION",2016,"TRAINER ASSISTANT",17,26.4571428571429,26.5877777777778,0.130634920634922,0.00491334483561493
"58","BOARD OF ELECTION",2017,"COMMISSIONER",12,300,300,0,0
"59","BOARD OF ELECTION",2017,"FINANCIAL CLERK",73,19.3513333333333,19.3883333333333,0.036999999999999,0.00190836413650816
"60","BOARD OF ELECTION",2017,"TEMPORARY CLERK",298,13.871652892562,13.8158015267176,-0.0558513658444255,-0.00404257152481656
